0, 0.40028388, 561198
1, 0.10042653, 140798
2, 0.19971469, 280000
3, 0.19942939, 279600
20101, 0.00014337, 201
20301, 0.00014337, 201
20501, 0.00014337, 201
20701, 0.00014337, 201
20901, 0.00014337, 201
21101, 0.00014337, 201
21301, 0.00014337, 201
21501, 0.00014337, 201
21701, 0.00014337, 201
21901, 0.00014337, 201
22101, 0.00014337, 201
22301, 0.00014337, 201
22501, 0.00014337, 201
22701, 0.00014337, 201
22901, 0.00014337, 201
23101, 0.00014337, 201
23301, 0.00014337, 201
23501, 0.00014337, 201
23701, 0.00014337, 201
23901, 0.00014337, 201
24101, 0.00014337, 201
24301, 0.00014337, 201
24501, 0.00014337, 201
24701, 0.00014337, 201
24901, 0.00014337, 201
25101, 0.00014337, 201
25301, 0.00014337, 201
25501, 0.00014337, 201
25701, 0.00014337, 201
25901, 0.00014337, 201
26101, 0.00014337, 201
26301, 0.00014337, 201
26501, 0.00014337, 201
26701, 0.00014337, 201
26901, 0.00014337, 201
27101, 0.00014337, 201
27301, 0.00014337, 201
27501, 0.00014337, 201
27701, 0.00014337, 201
27901, 0.00014337, 201
28101, 0.00014337, 201
28301, 0.00014337, 201
28501, 0.00014337, 201
28701, 0.00014337, 201
28901, 0.00014337, 201
29101, 0.00014337, 201
29301, 0.00014337, 201
29501, 0.00014337, 201
29701, 0.00014337, 201
29901, 0.00014337, 201
30101, 0.00014337, 201
30301, 0.00014337, 201
30501, 0.00014337, 201
30701, 0.00014337, 201
30901, 0.00014337, 201
31101, 0.00014337, 201
31301, 0.00014337, 201
31501, 0.00014337, 201
31701, 0.00014337, 201
31901, 0.00014337, 201
32101, 0.00014337, 201
32301, 0.00014337, 201
32501, 0.00014337, 201
32701, 0.00014337, 201
32901, 0.00014337, 201
33101, 0.00014337, 201
33301, 0.00014337, 201
33501, 0.00014337, 201
33701, 0.00014337, 201
33901, 0.00014337, 201
34101, 0.00014337, 201
34301, 0.00014337, 201
34501, 0.00014337, 201
34701, 0.00014337, 201
34901, 0.00014337, 201
35101, 0.00014337, 201
35301, 0.00014337, 201
35501, 0.00014337, 201
35701, 0.00014337, 201
35901, 0.00014337, 201
36101, 0.00014337, 201
36301, 0.00014337, 201
36501, 0.00014337, 201
36701, 0.00014337, 201
36901, 0.00014337, 201
37101, 0.00014337, 201
37301, 0.00014337, 201
37501, 0.00014337, 201
37701, 0.00014337, 201
37901, 0.00014337, 201
38101, 0.00014337, 201
38301, 0.00014337, 201
38501, 0.00014337, 201
38701, 0.00014337, 201
38901, 0.00014337, 201
39101, 0.00014337, 201
39301, 0.00014337, 201
39501, 0.00014337, 201
39701, 0.00014337, 201
39901, 0.00014337, 201
19902, 0.00000000, 0
20102, 0.00000000, 0
20302, 0.00000000, 0
20502, 0.00000000, 0
20702, 0.00000000, 0
20902, 0.00000000, 0
21102, 0.00000000, 0
21302, 0.00000000, 0
21502, 0.00000000, 0
21902, 0.00000000, 0
22102, 0.00000000, 0
22302, 0.00000000, 0
22502, 0.00000000, 0
22702, 0.00000000, 0
22902, 0.00000000, 0
23102, 0.00000000, 0
23302, 0.00000000, 0
23502, 0.00000000, 0
23702, 0.00000000, 0
23902, 0.00000000, 0
24102, 0.00000000, 0
24302, 0.00000000, 0
24502, 0.00000000, 0
24702, 0.00000000, 0
24902, 0.00000000, 0
25102, 0.00000000, 0
25302, 0.00000000, 0
25502, 0.00000000, 0
25702, 0.00000000, 0
25902, 0.00000000, 0
26102, 0.00000000, 0
26302, 0.00000000, 0
26502, 0.00000000, 0
26702, 0.00000000, 0
26902, 0.00000000, 0
27102, 0.00000000, 0
27302, 0.00000000, 0
27502, 0.00000000, 0
27702, 0.00000000, 0
27902, 0.00000000, 0
-1, 0.08580884, 120304
